region,winery_name,latitude,longitude,url
Unknown,Hầm Rượu Vang Vĩnh Tiến,11.9484,108.40305,https://www.facebook.com/HamruouVinhTien/
Unknown,Ladora Winery,11.94287,108.43546,
Unknown,Ruku Ruku wine (Guachinche Ramón),28.39416,-16.50805,http://rukurukuwine.com.es/
Unknown,BODEGA GARCÍA,28.37319,-16.54281,
Unknown,Bodega Suárez Dóniz,28.37773,-16.5396,
Unknown,Bodega Piedra Fluida,28.40377,-16.5025,http://www.bodegapiedrafluida.com/
Unknown,Bodegas García,28.37599,-16.54636,
Unknown,Bodegas Viña El Valle S.L.,28.37493,-16.52042,
Unknown,Cramele Recaș,46.03986,25.22818,
Unknown,Vinoble,45.66343,25.62961,http://www.vinoble.ro/
Unknown,Crama,45.56126,25.31603,https://www.cramavinuri.ro/zarnesti
Unknown,Crama Tutoveanu,45.64629,25.62067,
Unknown,Rékási Borpince,46.32437,25.32348,
Unknown,Vinícola Marson,-28.97481,-51.6892,https://www.vinicolamarson.com.br/
Unknown,Vinhos Zardo,-28.97682,-51.69846,
Unknown,Winery Simonetto Ltda,-29.00703,-51.57186,http://www.vinicolasimonetto.com.br/
Unknown,Vinhedos Dal Piva,-28.99164,-51.74091,
Unknown,Vinhos Pitol,-29.03027,-51.68298,
Unknown,Vinícola Pétria,-28.93586,-51.64007,http://www.vinicolapetria.com.br/
Unknown,VINÍCOLA ANTONIO BIN - VINHOS DOM ANTÔNIO,-29.03246,-51.5797,https://www.veranopolis.rs.gov.br/turismo/view/24/vinicola-antonio-bin
Unknown,Casa Bucco,-29.05068,-51.57709,http://www.casabucco.com.br/
Unknown,Vinicola Scalco LTDA,-28.92643,-51.84234,https://turismo.guapore.rs.gov.br/locais/vinicola-scalco-1
Unknown,Vinícola Mascaron,-28.87594,-51.47291,
Unknown,Vinícola Da Paz,-28.93869,-51.53643,
Unknown,Cave dos Frades,-28.86328,-51.54969,https://vinicolacavedosfrades.lojavirtualnuvem.com.br/
Unknown,Vinicola Dom Herminio,-29.04052,-51.78721,
Unknown,Vinhedos de Villa,-28.99176,-51.73766,
Unknown,Společenská vína,50.05765,14.45413,https://www.spolecenska-vina.cz/Kontakty-a5_0.htm
Unknown,Global Wines & Spirits,50.05789,14.43349,https://www.global-wines.cz/global-wines-spirits-prazskeho-povstani
Unknown,Víno Club Bohém,50.09113,14.43034,
Unknown,Vinotéka Ohrada,50.09081,14.47164,
Unknown,Moravěnka,50.08403,14.42998,
Unknown,Aviva Wines CZ & SK,50.08872,14.42165,http://avivawines.cz/
Unknown,Vinařské družstvo svatý Václav-vinice Máchalka,50.11466,14.4897,https://www.machalka.cz/
Unknown,U Stárků,50.0672,14.39881,http://www.ustarku.cz/
Unknown,La Bodega Riojana,50.08083,14.53477,https://www.labodegariojana.cz/kontakty/
Unknown,Vinice Albertov,50.06605,14.42354,http://www.prague.eu/cs/objekt/jidlo/2904/vinice-albertov?back=1
Unknown,Bodega Pozo de Luna,22.23084,-100.92352,http://pozodeluna.mx/
Unknown,Ex-Hacienda El Jaralito,22.21736,-100.93618,http://www.jaralito.com/
Unknown,Bodega Galvez,22.15249,-100.92094,
Unknown,Papas castillo,22.14252,-100.92317,
Unknown,Minerales Arcai,22.21732,-100.96956,
Unknown,Metalsil,22.09934,-100.92343,
Unknown,"Erick García Jardín alemán, SLP",22.20896,-100.98812,
Unknown,Vineyard Winery 1881,22.20371,-100.89637,
Unknown,Piscis viñedo,22.20436,-100.89566,
Unknown,bodega,22.14385,-100.92679,
Unknown,Bodega,22.18539,-100.99933,
Unknown,Reguarda Mini Bodegas,22.16992,-100.97083,http://reguardaminibodegas.mx/
Unknown,تاکستان فتحی,35.2493,58.19546,
Unknown,تاکستان فیض,35.24858,58.19471,
Unknown,تاکستان نوری,35.25826,58.19433,
Unknown,Crotta Winery and Vineyards,-34.57749,-58.45982,http://www.crotta.com.ar/
Unknown,LEGA BOUTIQUE,-34.55521,-58.44005,
Unknown,Quesería Luna de Awara (Small goat farm),28.8123,-17.9013,https://inlaka.wixsite.com/lunadeawara
Unknown,Bodega Montaña del Arco,28.76194,-17.94896,https://www.montanadelarco.com/
Unknown,Viña Engracia,28.37628,-16.70723,
Unknown,La Guapa,28.41582,-16.55259,
Unknown,Chateau Remo,32.99635,35.30267,https://www.chateau-remo.co.il/
Unknown,Tabernacle Winery,33.00735,35.30818,https://www.tabernaclewinery.com/
Unknown,Domaine Seror,32.82953,35.76668,http://www.domaineseror.com/
Unknown,Rimon Winery,33.02717,35.47605,http://rimonwinery.com/
Unknown,Abaya winery,32.97285,35.27956,http://abayawinery.com/
Unknown,Ben-David Winery,33.16937,35.6583,https://www.facebook.com/Ben-David-Winery-%D7%99%D7%A7%D7%91-%D7%91%D7%9F-%D7%93%D7%95%D7%93-179601756218910/
Unknown,Ya winery / יקב Ya,33.03804,35.4676,https://ya-winery.co.il/
Unknown,Or Haganuz Winery,33.0047,35.44578,http://www.orhaganuzwinery.com/
Unknown,Meron Winery יקב מירון,32.98268,35.443,https://meron-winery.com/
Unknown,יקב חרשים,32.95472,35.32927,https://www.hwinery.co.il/
Unknown,Epamig Enologia,-21.91739,-46.38299,
Unknown,Vinhos Liberato,-21.9259,-46.38043,
Unknown,Vinícola Floresta São Pedro,-22.21307,-46.75498,https://vinicolafloresta.com.br/
Unknown,Bodega,-21.78315,-46.57629,http://www.bodegabar.com.br/
Unknown,Vinícola Terrassos,-22.66625,-46.79238,http://www.terrassos.com.br/
Unknown,InnVernia - Vinícola em Espírito Santo do Pinhal,-22.16937,-46.77828,http://www.vivainnvernia.com/
Unknown,Vinícola Casa Almeida Barreto - Fazenda Araucária - Vinhos e Cafés Especiais,-22.22444,-46.64356,https://www.casaalmeidabarreto.com.br/
Unknown,Vinícola Pioli,-22.32225,-46.59448,https://vinicolapioli.com.br/
Unknown,Vinha Duarte,-22.23457,-46.68371,http://www.vinhaduarte.com.br/
Unknown,Vinícola Joanna Sabbadini,-22.56978,-45.77508,
Unknown,Vinícola Terra de Carvalho,-22.26379,-46.69587,http://instagram.com/vinicolaterradecarvalho
Unknown,Vinícola Alma Mineira,-22.19277,-46.16351,https://instagram.com/almamineiravinicola?igshid=MzRlODBiNWFlZA==
Unknown,Face Norte Vinícola,-22.23762,-46.68275,https://www.facenortevinicola.com.br/
Unknown,Vinicola AMANA,-22.19988,-46.69024,http://www.vinicolaamana.com.br/
Unknown,Rastelli Vineyard,-22.30117,-46.65342,
Unknown,Videiras de Monte Siao,-22.46667,-46.48333,
Unknown,Vinícola Mirantus,-22.17977,-46.6784,https://www.mirantus.com.br/
Unknown,Vinícola Carmela,-22.69721,-46.78394,http://www.vinicolacarmela.com.br/
Unknown,Colinas da Mantiqueira Viticultura e Cafeicultura,-22.41185,-46.36867,https://www.colinasdamantiqueiraagro.com.br/
Unknown,St.Cousair Winery & Vineyards,36.76715,138.26248,https://www.stcousair.co.jp/valley/
Unknown,St.Cousair Winery Restaurant,36.76528,138.2626,http://www.stcousair.co.jp/valley/restaurant/
Unknown,Villa d'Est Garden Farm and Winery,36.38584,138.34001,https://www.villadest.com/
Unknown,Obuse Winery,36.70943,138.31544,http://www.obusewinery.com/
Unknown,Shinshu Takayama Winery,36.67415,138.37763,http://www.shinshu-takayama.wine/
Unknown,Azumino Winery,36.24757,137.85016,http://www.ch-azumino.com/
Unknown,Chateau Mercian Mariko Winery,36.34204,138.30098,https://www.chateaumercian.com/winery/mariko/
Unknown,Kusunoki Winery,36.61745,138.33586,http://www.kusunoki-winery.com/
Unknown,Yamabe Winery,36.23168,138.01772,http://www.yamabewine.com/
Unknown,Rue de Vin,36.37225,138.3607,http://www.ruedevin.jp/
Unknown,GIO HILLS Winery,36.29817,138.40576,http://giohills.jp/
Unknown,Manns Wine Komoro Winery,36.3421,138.41097,https://mannswines.com/winery/
Unknown,Funky Château,36.37841,138.12682,http://funkychateau.com/
Unknown,Hasumi Farm & Winery,36.37241,138.36039,http://hasumifarm.com/
Unknown,IL fait beau,36.51048,138.10026,https://il-faitbeau.com/
Unknown,Hikaru farm / Domaine Hase,36.66562,138.39203,https://domainehase-hikarufarm.com/
Unknown,(有)たかやしろファーム,36.77007,138.38145,http://www.takayashirofarm.com/
Unknown,Izutsu Wine,36.11408,137.93104,http://www.izutsuwine.co.jp/
Unknown,の音wines,36.53586,138.17743,https://nootowines.jp/
Unknown,Kido Winery,36.10199,137.93123,https://sites.google.com/view/kido-winery/top
Unknown,Domaine Nakajima,36.38933,138.32969,http://d-nakajima.jp/
Unknown,ARC-EN-VIGNE,36.39699,138.34691,http://jw-arc.co.jp/
Unknown,Cantina Riezo,36.67235,138.37159,http://cantinariezo.jp/
Unknown,Viniqrobe,36.67301,138.37667,https://viniqrobe.studio.site/
Unknown,Mashino Wine,35.59694,137.87464,http://www.mashinowine.com/
Unknown,St. Cousair Winery,36.6574,138.18765,https://kuzefuku.com/?page_id=2758&shopcd=20
Unknown,小布施ワイナリー駐車場,36.71021,138.31512,
Unknown,cave hatano,36.37608,138.38248,http://www.c-hatano.com/
Unknown,Suntory Shiojiri Winery,36.1138,137.94668,https://www.suntory.co.jp/wine/nihon/wine-cellar/shiojiri.html
Unknown,Japan Wine Agricultural Research Center,36.39723,138.34728,http://jw-arc.co.jp/
Unknown,Sinano Wine,36.10948,137.92316,https://sinanowine.co.jp/
Unknown,坂城葡萄酒醸造株式会社,36.45815,138.18557,https://sakaki.wine/
Unknown,ドメーヌ・ソガ,36.67653,138.34629,http://obusewinery.com/
Unknown,アルプス 須坂工場,36.6764,138.3082,https://www.alpswine.com/about-company.html
Unknown,Viniqrobe,36.67301,138.37661,https://viniqrobe.studio.site/
Unknown,ソガ ペール エ フィス,36.70936,138.31541,
Unknown,Bodega Huerta de Albala,36.7805,-5.70418,http://www.huertadealbala.com/
Unknown,BODEGA: Viñedos y Bodega Marcelino Serrano,37.45608,-3.90056,http://www.marcelinoserrano.com/
Unknown,Setenil de las Bodegas,36.86247,-5.17657,https://andaluciarustica.com/setenil-de-las-bodegas.htm
Unknown,Bodega Guzmán,37.88034,-4.78357,
Unknown,Bodegas Campos,37.88155,-4.77351,https://bodegascampos.com/
Unknown,Wagh Brothers Vineyards,19.1229,74.01854,http://www.waghagro.com/
Unknown,Chateau Indage,19.13734,74.01752,
Unknown,Deccan Plateau Vineyards Pvt Ltd,18.62232,74.09042,
Unknown,Vinoteca La Cristalería,40.40179,-3.71185,http://vinotecalacristaleria.es/
Unknown,Bodega Estebaranz,40.40601,-3.6728,
Unknown,Bodega Vidal,40.37851,-3.75159,https://bodegavidal.com/
Unknown,Bodegas Casas,40.40455,-3.68117,
Unknown,Bodegas Arrayán SL-La Verdosa SL,40.44336,-3.69044,https://arrayan.es/?utm_source=GoogleMaps&utm_medium=MapsGMB&utm_campaign=GMB
Unknown,Bodega Pedro Gutiérrez Molina,40.38699,-3.70618,http://bodegasgutierrez.com/bodegasg/
Unknown,Bodegas Casas,40.40241,-3.67671,
Unknown,Bodegas Vela,40.54825,-3.62581,
Unknown,Bodegas Hacienda Albae S.L.,40.42585,-3.6012,http://www.haciendaalbae.com/
Unknown,Bodegas Elizo S L,40.41244,-3.72601,
Unknown,Bodegas Vitis Terrarum,40.4104,-3.71762,
Unknown,Bodegas oviedo,40.43174,-3.64238,
Unknown,Uvisol,40.43136,-3.6447,https://ytuketomas.jimdo.com/
Unknown,Wines of Spain,40.44722,-3.60779,http://woswinesofspain.com/
Unknown,Hermanos Martín C.B.,40.42803,-3.64107,
Unknown,QUINA SANTA CATALINA,40.42399,-3.68302,
Unknown,Bodegas Tejoneras,40.45128,-3.68752,http://www.tejoneras.com/
Unknown,Finca Herrera,40.45337,-3.66679,http://www.fincaherrera.es/
Unknown,"Bodegas Bohórquez, S.L.",40.44276,-3.68233,https://www.bodegasbohorquez.com/
Unknown,Entrecanales Domecq e Hijos,40.4408,-3.6824,https://entrecanalesdomecq.com/
Unknown,Οινοποιείο Αναστασίας Φράγκου,38.02941,23.98323,http://www.fragouwines.gr/
Unknown,Ktima Alexandride - Krater wine & spirits,37.95448,23.72085,https://www.alexandride-estate.com/
Unknown,Georgas Family,37.96347,23.90862,http://www.geowines.gr/
Unknown,SEMELI SA,37.97497,23.73361,http://www.semeli.gr/
Unknown,ΑΩΤΟΝ Οινοποιείο / ΑOTON Winery,37.95193,23.84768,https://aoton.gr/
Unknown,Θηβαϊκή γη - Thivaiki gi,38.31912,23.1773,
Unknown,Akriotou Microwinery,38.21051,23.26156,http://www.akriotouwines.gr/
Unknown,BASSIS WINERY S.A.,38.28411,23.67612,https://www.bassiswines.gr/
Unknown,Mountrichas Apostolos,38.44159,23.64671,
Unknown,Hasandede Bağcılık,39.75899,33.48959,https://www.facebook.com/groups/931914117553915
Unknown,Delizia-the winery - Lieferservice,48.13493,11.54665,https://www.delizia-thewinery.de/
Unknown,Smvda Domaine Neferis,36.6077,10.41816,http://www.neferis.com/
Unknown,Kurubis,36.57524,10.8124,http://www.kurubis.com/
Unknown,Vinícola El Consuelo,22.71558,-102.29769,https://vinicolaelconsuelo.com/
Unknown,Tjøme vingård DA,59.15704,10.38896,
Unknown,Grubbestad Gård AS,59.13838,10.17211,http://www.grubbestad.no/
Unknown,0000,59.21659,9.6073,
Unknown,Lund Vingård,59.58694,10.61036,http://www.norskvin.com/
Unknown,Druehagen Gård,58.99875,9.93725,http://www.druehagen.no/
Unknown,Ljøsterød Vingård,59.20988,10.09396,https://www.facebook.com/profile.php?id=100089808175853
Unknown,NLV AS,59.47521,8.42033,https://www.norsklevendevin.com/
Unknown,Sr Wine Imports DA,59.90935,10.55717,
Unknown,Egge Farm AS,59.8156,10.22131,http://egge.as/
Unknown,Pennesi Vin,59.41803,10.67697,
Unknown,Agnar Lund,59.16937,10.27551,https://www.alund.no/
Unknown,Erik og Reidar AS,58.65873,9.13763,
Unknown,Macedo U-Vin / Macedo Winery,43.67016,-79.43945,http://www.macedowinery.ca/
Unknown,Chateau Des Charmes,43.68947,-79.39494,http://www.fromtheboscfamily.com/chateau-des-charmes
Unknown,Milan Wineries,43.75495,-79.61265,http://www.milanwineries.com/
Unknown,Magnotta Toronto,43.69863,-79.46191,https://www.magnotta.com/
Unknown,Downtown Winery,43.64488,-79.41946,http://downtownwineryto.com/
Unknown,Vin De Garage,43.75769,-79.55904,http://www.vindegarage.com/
Unknown,HUNTER VALLEY WINERIES,43.66213,-79.4255,
Unknown,World Of Wines Canada,43.73776,-79.43448,
Unknown,Grapemasters,43.67653,-79.35604,https://grapemasters.com/
Unknown,Magnotta Scarborough,43.76129,-79.26919,http://www.magnotta.com/
Unknown,Vinoteca Winery,43.8069,-79.54892,http://vinotecawinery.ca/
Unknown,Wine Club Canada,43.69139,-79.39516,http://wine-clubcanada.com/
Unknown,Wine Subscription Canada,43.64635,-79.37983,http://winesubscriptioncanada.ca/
Unknown,Trivino Wine & Grape Juice,43.70386,-79.47245,
Unknown,Royal York Winery and Water,43.69168,-79.532,
Unknown,Vine Events Inc.,43.65543,-79.39866,
Unknown,Kim’s winery,43.78378,-79.47611,https://www.kimswinery.com/
Unknown,Qarteli Winery,43.78599,-79.47803,https://qarteliwinery.com/
Unknown,Paradise Grapevine Winery,43.66981,-79.4385,https://paradisegrapevine.com/
Unknown,Dochas Wines & Spirits Inc,43.7737,-79.47738,
Unknown,Willow Springs Winery,43.98184,-79.27311,http://www.willowspringswinery.com/
Unknown,Gallucci Winery,43.99205,-79.26235,https://gallucciwinery.com/
Unknown,Adamo Estate Winery,43.96456,-80.04201,http://adamoestate.com/
Unknown,Magnotta Mississauga,43.60882,-79.58234,http://www.magnotta.com/
Unknown,Archibald Orchards & Winery,43.99592,-78.71729,https://archibaldswinery.com/
Unknown,Colio Estate Wines of Canada,43.64178,-79.64719,http://www.coliowinery.com/
Unknown,Vinhos e Videiras da Serra,-29.18939,-51.50288,
Unknown,Vinícola Sotterrani,-29.17926,-51.50518,http://www.sotterrani.com/
Unknown,Vinícola A.Dequigiovanni,-29.13828,-51.55032,https://adequigiovanni.com/
Unknown,areA15 Vinícola Boutique,-29.14506,-51.54186,http://www.vinicolaarea15.com.br/
Unknown,AVJ – LUC – INDÚSTRIA DE VINHOS ESPECIAIS LTDA,-29.15136,-51.52257,https://www.vinoh.com.br/
Unknown,Vinhedos,-29.16721,-51.51882,http://www.vinhedostransportes.com.br/
Unknown,Vinhos Porão do Vale Bento Gonçalves,-29.16212,-51.58453,http://instagram.com/vinhosporaodovale
Unknown,Tularosa Vineyards,33.10168,-106.03421,
Unknown,Enchantment Vineyards,34.18546,-103.31522,https://www.enchantmentvineyards.com/
Unknown,Noisy Water Winery,33.33105,-105.66943,http://noisywaterwinery.com/
Unknown,Gruet Winery Santa Fe Tasting Room,35.6861,-105.93999,http://gruetwinery.com/
Unknown,Black's Smuggler Winery,34.51728,-106.80709,http://blackssmugglerwinery.com/
Unknown,Ligatne winery,57.1915,25.03659,http://www.ligatnesvinadaritava.lv/
Unknown,Kugrēnu vīna darītava,56.31664,24.25137,http://www.kugrenuvini.lv/
Unknown,Mazburkas,56.94804,23.17695,http://www.mazburkas.lv/
Unknown,ABAVAS vīna darītava,56.90912,23.21863,http://www.abavas.lv/
Unknown,"Zilver, dzērienu darītava",57.13241,24.85272,http://www.zilver.lv/
Unknown,vīna darītava LAUSKIS,56.74677,25.09955,http://lauskissidrs.lv/
Unknown,SIA Vini Curlandia,57.07059,22.28087,
Unknown,Chateau Verdens,56.96765,24.16103,http://www.verdens.lv/
Unknown,Latvijas Vīna Tūre,57.23258,25.04542,https://www.latvijasvinature.lv/wineries/ligatne/
Unknown,Bodega Paucar,-13.09806,-76.42707,
Unknown,"Bodega ""Milagros""",-13.09768,-76.42745,
Unknown,Bodega La Tabaibilla - Finca La Tabaibilla,27.87543,-15.56605,https://bodegalatabaibilla.com/
Unknown,"Bodegas San Antón, S.A.",28.11828,-15.68046,
Unknown,SAVALAN Şərab Zavodu,40.80572,47.65515,http://savalan.az/
Unknown,Hacienda Valdeperillo,-33.06481,-71.22332,http://www.haciendavaldeperillo.com/
Unknown,Ashkar Winery,32.95203,35.16,http://www.ashkarwinery.com/
Unknown,יקב אכזיב,33.04195,35.11473,https://www.achzivwinery.com/
Unknown,Jaafar vineyard,33.26509,35.61714,
Unknown,Nakhle’s Vineyard - Shiraz,33.08615,35.36886,
Unknown,Black Chalk Vineyard & Winery,51.15584,-1.45822,https://www.blackchalkwine.co.uk/
Unknown,Hattingley Valley Wines,51.15413,-1.095,http://www.hattingleyvalley.com/
Unknown,Setley Ridge Vineyard,50.80595,-1.57147,http://www.setleyridge.co.uk/
Unknown,Bluestone Vineyards,51.18032,-1.70111,http://www.bluestonevineyards.co.uk/
Unknown,Exton Park,50.985,-1.14682,http://extonparkvineyard.com/
Unknown,"Quob Park Estate, Hotel & Spa",50.89467,-1.21095,http://www.quobpark.com/
Unknown,Raimes Family Vineyard,51.04933,-1.15092,https://raimes.co.uk/
Unknown,Raimes English Sparkling,51.04971,-1.15061,https://raimes.co.uk/
Unknown,Hartley Wine Estate,51.11084,-0.92817,http://www.hartleywineestate.com/
Unknown,Northbrook Vineyard,50.96023,-1.20999,https://northbrookvineyard.co.uk/
Unknown,Oaken Grove Vineyard,51.5697,-0.90476,http://www.oakengrovevineyard.co.uk/
Unknown,Adgestone Vineyard,50.67534,-1.15801,http://www.adgestonevineyard.co.uk/
Unknown,Hambledon Wineries,50.93768,-1.07884,https://www.hambledonvineyard.co.uk/
Unknown,Wyches Vineyard,50.95327,-1.17238,http://wychesvineyard.co.uk/
Unknown,Hamble Valley Vineyard,50.92825,-1.25634,
Unknown,The Grange Vineyard and Winery,51.09361,-1.21513,http://www.thegrangewine.co.uk/
Unknown,English Oak Vineyard,50.76691,-2.07316,https://www.englishoakvineyard.co.uk/
Unknown,Forest Edge Vineyard,50.97597,-1.71985,https://www.forestedgevineyard.co.uk/
Unknown,Winding Wood Vineyard,51.43365,-1.44129,http://windingwoodvineyard.co.uk/
Unknown,Webbs Land Vineyard,50.89487,-1.2028,
Unknown,Penn Croft Vineyard,51.225,-0.88943,https://penncroftvineyards.com/
Unknown,Chiltern Valley Winery & Brewery,51.5949,-0.89185,http://www.chilternvalley.co.uk/
Unknown,Marlings Vineyard,50.78716,-1.61396,http://marlingsvineyard.co.uk/
Unknown,Goodworth Clatford Vineyard,51.18217,-1.47923,http://www.goodworthwine.com/
Unknown,Coates & Seely,51.2507,-1.31791,http://www.coatesandseely.com/
Unknown,Kings Farm,51.15514,-1.09176,
Unknown,Brightwell Vineyard,51.61888,-1.13223,https://www.brightwellvineyard.co.uk/
Unknown,The Winery at Hundred Hills,51.60353,-0.95718,http://www.hundredhills.wine/
Unknown,Grey Friars Winery,51.23079,-0.60019,https://www.greyfriarsvineyard.co.uk/
Unknown,EAST MEON VINEYARD,50.99752,-1.0125,http://eastmeonvineyard.co.uk/
Unknown,Daws Hill Vineyard,51.67718,-0.87249,http://www.dawshillvineyard.co.uk/
Unknown,Penn Croft Winery,51.22793,-0.86865,
Unknown,"Piladzi , ZS, Kokaudzetava",57.13227,24.85309,http://www.piladzi.lv/
Unknown,Vinícola Cantina Tonet,-29.11996,-51.20468,http://www.cantinatonet.com.br/
Unknown,Vitivinícola Don Affonso,-29.14485,-51.2103,https://www.donaffonso.com.br/
Unknown,Vinícola Lovatel - O Artesanato do Vinho,-29.12352,-51.21599,http://www.vinicolalovatel.com.br/
Unknown,Quinta Don Bonifácio,-29.22687,-51.1131,http://www.quintadonbonifacio.com.br/
Unknown,Vinícola Pagliosa,-29.24669,-51.20453,https://pagliosavinhos.com.br/
Unknown,Vinhos Don Severino - Vinícola e Pizza Garden,-29.24679,-51.11371,http://www.vinhosdonseverino.com.br/
Unknown,Vinícola Don Giácomo,-29.1442,-51.21144,http://dongiacomo.com.br/
Unknown,Vinhos Do Nono,-29.12712,-51.20107,
Unknown,Vinhos Tradição,-29.26498,-51.16903,http://www.vinhostradicao.com.br/
Unknown,Vinícola De Mori,-29.16716,-51.11332,
Unknown,Vinhos Zanrosso,-29.12689,-51.20127,http://www.vinhoszanrosso.com.br/
Unknown,Vinícola Conceição Ltda,-29.21659,-51.23026,
Unknown,Vinhos Don Giusepp,-29.25831,-51.26211,http://www.dongiusepp.com.br/
Unknown,Vinícola Arbugeri,-29.24091,-51.20633,http://vinicolaarbugeri.com.br/
Unknown,Cantina Milani - Vinhos Emoção,-29.21129,-51.19682,https://www.facebook.com/Vinhos-Emo%C3%A7%C3%A3o-424324211293106/
Unknown,Vinícola Rossato,-29.21686,-51.21474,http://www.vinhosrossato.com.br/
Unknown,Vinhos D'Motter,-29.18616,-51.20254,
Unknown,Vinhos Vergani,-29.18359,-51.11757,
Unknown,Vinhos Del Rei - Cantina São Luiz,-29.09925,-51.23968,
Unknown,Winery Casa Motter,-29.27916,-51.21301,http://www.casamotter.com.br/
Unknown,Vinícola Santini,-29.31315,-51.20353,http://www.vinicolasantini.com/
Unknown,Vinícola Tizatto,-29.29134,-51.18178,http://www.vinicolatizatto.com.br/
Unknown,Vinícola Tonela Ltda,-29.04927,-51.04028,
Unknown,Vinícola Família Longo,-29.27009,-51.24576,
Unknown,Vinícola Pozzan,-29.16376,-51.08451,
Unknown,Vinhos Arbugeri (Irmãos Arbugeri),-29.24059,-51.20517,http://vinhosarbugeri.com.br/
Unknown,Vinhos Tonietto,-29.25851,-51.26489,
Unknown,Spina Wines,-29.17392,-51.18793,https://www.spinawines.com.br/
Unknown,Vinhos D'Motter,-29.23983,-51.23898,
Unknown,EBV - Empresa Brasileira de Vinificações,-29.17213,-51.24541,
Unknown,Vinícola Genuíno Valentini,-29.2392,-51.28509,
Unknown,Vinícola Finn,-29.2497,-51.19237,https://vinicolafin.com.br/
Unknown,Vinhos Sabor da Serra,-29.2193,-51.25393,
Unknown,Vinhedos Família Boff,-29.23861,-51.2497,
Unknown,Cooperativa Vinícola Victor Emanoel Ltda,-29.11551,-51.18754,
Unknown,Vinícola Michelon,-29.08694,-51.25752,
Unknown,Vivabem Vinhedos,-29.14371,-51.20451,
Unknown,Jaume de Puntiró,39.64865,2.77744,http://www.vinsjaumedepuntiro.com/
Unknown,Bodega AVA Vi,39.6597,2.85132,http://www.ava-vi.es/
Unknown,Bodega Son Juliana,39.63625,2.85122,https://sonjuliana.de/
Unknown,Bodegas Peñascal,41.58906,-4.69033,https://bodegaspenascal.es/
Unknown,Bodega Harbert Hermosillo,29.0955,-110.99751,http://blharbert.com/
Unknown,Bodega RVA,29.00936,-110.95819,
Unknown,Bodega del Instituto,29.09386,-111.04031,
Unknown,bodega,29.14838,-111.00563,
Unknown,Bodega Renta,29.02992,-110.93769,
Unknown,Algas Pacific Hermosillo,29.11353,-110.99961,https://algaspasific.com/
Unknown,Viñedo La Florida,29.08691,-110.94665,
Unknown,Papas Selectas Del Noro Este,29.1085,-111.03497,http://www.frigomag.com.mx/
Unknown,CICSA HMO.,29.02611,-110.91559,http://grupologistics.com/
Unknown,RDS Olivares,29.09997,-110.97786,
Unknown,Carga y descarga de mercancía de Walmart Hermosillo,29.09731,-110.99444,
Unknown,Grupo johnson,29.10895,-111.03843,
Unknown,Blue Spaces,29.06928,-110.981,http://www.bluespaces.com.mx/
Unknown,AUTOMOTRIZ SERVA HERMOSILLO,29.11171,-110.97518,http://www.serva.com.mx/
Unknown,Carga y descarga de mercancía de Bodega Aurrera Hermosillo Oriente,29.1098,-111.02515,
Unknown,Multilock Bodegas Hermosillo,29.14515,-110.96292,http://multilock.com.mx/
Unknown,Box N Go Minibodegas,29.09795,-111.03193,http://www.boxngo.com.mx/
Unknown,Tapanosa Hermosillo,29.10272,-110.99174,http://www.grupotapanosa.com.mx/
Unknown,Abarrotera The Duero,29.09652,-111.03152,http://www.grupomerza.com/contactos/sucursales.aspx?estado=Sonora
Unknown,Rotec Hermosillo,29.14707,-111.00831,http://www.rotecsite.com/
Unknown,CD Jumex Hermosillo,29.13156,-111.01487,http://www.grupojumex.mx/
Unknown,Cedis upl agro Hermosillo,29.07217,-111.08173,
Unknown,Viñedo Rancho Sonora,29.3077,-110.95389,
Unknown,Cfe Distribucion Almacen Divisional,29.03017,-110.92791,
Unknown,Mantenimiento industrial,29.13113,-111.01391,
Unknown,Casa Blanca Generadores Km.9,29.16673,-110.91102,https://www.facebook.com/casablancageneradores
Unknown,Nuevo cedis carls jr,29.13951,-111.02483,
Unknown,Bodegas Grupo RACE,29.05027,-111.11666,
Unknown,PORTEO EN SONORA -SPAA Logistics,29.09592,-111.00872,http://www.spaa.com.mx/
Unknown,Proveedora de neverias,29.12225,-110.89632,http://www.facebook.com/proveedoradeneverias1
Unknown,Crama cu Noroc Bragadiru,44.36955,25.97352,https://www.facebook.com/cramabragadiru
Unknown,Château de Choloy,48.66188,5.82188,http://www.chateaudecholoy.com/
Unknown,Warndt-Boissons,49.18845,6.69856,
Unknown,Domaine Bleesz,49.33175,6.07708,
Unknown,Domaine les Béliers,49.11879,6.17717,
Unknown,Domaine les Béliers,48.69054,6.18518,
Unknown,Balle Eric,49.25805,6.07263,
Unknown,LE CHAI,49.0742,6.12636,
Unknown,Le Vintage,49.12074,6.174,
Unknown,Vinimex,48.69073,6.18777,
Unknown,Du Vin aux Liens,48.74121,6.2404,https://duvinauxliens.com/en/contact/
Unknown,Koziel Michel,48.75617,6.13984,
Unknown,Thomas Richard,49.33085,6.17987,
Unknown,Winery and distillery,47.98529,7.84822,https://www.weingut-andreas-dilger.de/
Unknown,Weingut Faber Freiburg,47.97793,7.79139,https://www.weingutfaber.de/
Unknown,Oslo Vineyard,59.95254,10.77005,https://www.oslovineyard.no/
Unknown,Skui Gård,59.9201,10.45305,https://www.skui.no/
Unknown,Nafstad AS,59.91179,10.72593,https://www.nafstad-as.no/
