continent,country,city,name,latitude,longitude,website,extra
EU,France,Puisseguin-Saint-Emilion,Clos des Religieuses,44.92371,-0.07498,,
EU,France,Puisseguin-Saint-Emilion,Château Teyssier,44.93271,-0.0897,https://chateau-teyssier.com/,
EU,France,Puisseguin-Saint-Emilion,Château Beauséjour - Vignobles Dupuy,44.92452,-0.07592,http://www.chateaubeausejour-bio.fr/,
EU,France,Puisseguin-Saint-Emilion,Château l'Ermitage de la Garenne EARL,44.91571,-0.07709,,
EU,France,Puisseguin-Saint-Emilion,Château Laplagne,44.94953,-0.05601,https://www.scevduvergnon.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2576003599124317084,
EU,France,Puy de Dôme,Aurélien Lefort Winery,45.43917,3.16514,,
EU,France,Puy de Dôme,Domaine Heyraud,45.82115,3.2457,http://www.domaineheyraud.com/,
EU,France,Puy de Dôme,Les chemins de l'Arkose. Bernard Yvan et Baldassin Audrey - Vin Bio et Demeter,45.62268,3.20284,https://www.instagram.com/les_chemins_de_l_arkose,
EU,France,Puy de Dôme,Chanal Guillaume,45.57638,3.31458,https://vins-naturels-cidre-fermier-guillaume-chanal.webnode.fr/,
EU,France,Puy de Dôme,LA CAVE A JANOT,45.77551,3.3524,https://lacaveajanot.fr/,
EU,France,Puy de Dôme,CAVAVIN - Pont-du-Château,45.7935,3.22923,https://pontduchateau.cavavin.co/,
EU,France,Pyrénées-Atlantiques,SAS Lionel Osmin & Cie,43.32618,-0.32966,http://www.osmin.fr/,
EU,France,Pyrénées-Atlantiques,Chateau de Cabidos - 64410,43.54099,-0.46385,http://www.chateau-de-cabidos.com/,
EU,France,Pyrénées-Atlantiques,Les Vins de l'Escudé,43.54334,-0.46275,http://vin-lescude.com/,
EU,France,Pyrénées-Orientales,Clos Saint Sebastien,42.48024,3.13299,https://www.clos-saint-sebastien.com/,
EU,France,Pyrénées-Orientales,Domaine de la Marquise,42.52428,3.08974,,
EU,France,Pyrénées-Orientales,Domaine Tambour - Stand Cap Rédéris,42.46766,3.15609,http://www.domaine-tambour.com/,
EU,France,Pécharmant,Château Pécharmant Corbiac,44.8777,0.52123,https://www.corbiac.com/,
EU,France,Pécharmant,Chateau du Rooy,44.87806,0.46884,http://www.chateau-du-rooy.com/,
EU,France,Pécharmant,Château La Tilleraie,44.86222,0.50941,https://www.chateaulatilleraie.com/,44;39
EU,France,Pécharmant,Domaine des COSTES,44.85897,0.50987,http://www.domainedescostes.fr/,
EU,France,Pécharmant,Castle Puypezat-Rosette,44.881,0.47097,https://www.facebook.com/Puypezatrosette/,
EU,France,Pécharmant,DOMAINE DU GRAND BOISSE,44.88638,0.46247,,
EU,France,Pécharmant,Chateau Beauportail,44.86965,0.51159,http://chateaubeauportail.com/,
EU,France,Pécharmant,Château Les Farcies du Pech - Vins de Pécharmant,44.8649,0.50739,https://www.farciesdupech.fr/,6;2;9;1;247;93;100;42
EU,France,Pécharmant,Domaine du Haut Pécharmant,44.86732,0.53094,http://www.haut-pecharmant.fr/,
EU,France,Pécharmant,I.V.B.D. (Interprofession des Vins de Bergeracet Duras),44.85005,0.48273,http://www.vins-bergeracduras.fr/,
EU,France,Pécharmant,Château de Tiregand,44.85687,0.54346,http://www.chateau-de-tiregand.com/,
EU,France,Pécharmant,Château Champarel,44.86454,0.51966,https://www.chateau-champarel.fr/,
EU,France,Pécharmant,Scea Lajonie DAJ,44.81623,0.50451,http://www.vignobleslajonie.com/,
EU,France,Pécharmant,VIGNOBLES ROCHES,44.86719,0.53155,,
EU,France,Pécharmant,Clos les Côtes,44.85938,0.50682,,
EU,France,Pécharmant,Mon Vin de Bergerac,44.84015,0.47993,,
EU,France,Pécharmant,Château La Vieille Bergerie,44.87621,0.50803,http://www.vieille-bergerie.fr/,
EU,France,Pécharmant,Domaine du Sarment Doré Pomar Pascal,44.8174,0.50512,http://www.domainedusarmentdore.com/,
EU,France,Pécharmant,Château Terre Vieille - Pecharmant,44.88054,0.559,http://www.chateauterrevieille.com/,
EU,France,Pécharmant,Château La Renaudie,44.88502,0.53054,http://chateaularenaudie.fr/,
EU,France,Pécharmant,Château la Closerie,44.8741,0.53045,http://www.chateau-la-closerie.com/,
EU,France,Pécharmant,La Refrenie SCEA,44.86519,0.57523,,
EU,France,Pécharmant,Chateau de Tiregand,44.85615,0.55054,https://www.chateaudetiregand.com/,
EU,France,Pécharmant,Dameron Elisabeth,44.88896,0.44784,,
EU,France,Pécharmant,Chadourne Moulinier Martine,44.86352,0.53803,,
EU,France,Pécharmant,Pécou Jocelyne,44.86095,0.52377,,
EU,France,Pécharmant,Alliance Aquitaine (SCA)-Cave de Bergerac,44.85852,0.48913,https://www.cave-bergerac-le-fleix.com/,
EU,France,Pécharmant,"Les Domaines Qui Montent : cave à vins, épicerie & table d'hôtes à Bergerac",44.85249,0.4865,https://www.lesdomainesquimontent.com/bergerac-24100-caviste-epicerie-fine,3;6;20;217;7;18;4;0;93;28;29;37;159;50;10;24;11;31;5;13;82;8
EU,France,Pécharmant,Domaine du Grand Jaure,44.89366,0.50487,http://www.domainedugrandjaure.com/,
EU,France,Pécharmant,Château Neyrac,44.85928,0.52133,,
EU,France,Périgord,Domaine de la Tuque - Tourbiron,44.61857,0.88787,http://www.domainedelatuque.com/,
EU,France,Périgord,Chateau Mazivert,44.93632,1.02121,,
EU,France,Périgord,Domaine voie blanche,44.8916,1.02269,http://domaine-voie-blanche.com/,
EU,France,Périgord,domaine Les Vignobles Thierry Mouello,44.93466,0.20741,http://www.vinduperigord.fr/,
EU,France,Périgord,Domaine de la Vitrolle,44.89534,0.90374,http://www.la-vitrolle.fr/vin,
EU,France,Périgord,Château de Razac,45.44117,0.90071,http://chateauderazac.com/,
EU,France,Périgord,Château de Jumilhac and gardens,45.49306,1.06032,http://chateaudejumilhac.com/fr/horaires-de-visites/,
EU,France,Périgord Vin de Domme,Vin de Domme,44.70959,1.22329,http://www.vindedomme.fr/,
EU,France,Périgord Vin de Domme,Domaine de lasfargues,44.71214,1.23073,https://www.domainedelasfargues.fr/,3;9;1;0;61
EU,France,Quarts de Chaume,Château Piéguë,47.35722,-0.6329,http://chateau-piegue.com/,
EU,France,Quarts de Chaume,Rochais Son Earl - Chateau Plaisance,47.32511,-0.63949,https://www.chateaudeplaisance.com/,
EU,France,Quarts de Chaume,Domaine FL,47.34792,-0.64305,https://www.domainefl.com/,
EU,France,Quarts de Chaume,Château de Bellevue,47.3356,-0.65011,https://www.chateaudebellevue.fr/fra,3;6;2;73;109;0;28;264;88;5
EU,France,Quarts de Chaume,Domaine Des Baumard,47.35646,-0.65322,https://baumard.fr/,7;28;186;50
EU,France,Quarts de Chaume,Domaine des Deux Vallées,47.33654,-0.65267,http://www.domaine2vallees.com/,
EU,France,Quarts de Chaume,Chateau de Suronde - chai et residence Belle Rive,47.31716,-0.64643,http://www.chateaudesuronde.com/,
EU,France,Quarts de Chaume,Chateau de Suronde - Residence de Suronde,47.31777,-0.64321,http://www.chateaudesuronde.com/,
EU,France,Quarts de Chaume,Moulin de Chauvigné - Accueil sur rendez-vous,47.3525,-0.64674,https://www.moulindechauvigne.com/,6;2;109;0;8
EU,France,Quarts de Chaume,Clos Galerne,47.32594,-0.63711,http://closgalerne.com/,
EU,France,Quarts de Chaume,DOMAINE LA GUILLAUMERIE,47.36154,-0.62191,http://domainelaguillaumerie.com/,
EU,France,Quarts de Chaume,VIGNOBLE PIN,47.34063,-0.65957,http://www.vignoblepin.com/,
EU,France,Rasteau,Domaine des Escaravailles,44.25428,4.99254,https://www.domaine-escaravailles.com/,20;7;18;4;51;66;34;37;50;10;31;13;8
EU,France,Rasteau,Domaine Beau Mistral JMB,44.22412,4.98817,http://www.domainebeaumistral.com/,
EU,France,Rasteau,Elodie Balme area,44.21005,4.96972,http://domaineelodiebalme.com/,
EU,France,Rasteau,Domaine la Soumade,44.21648,4.9725,http://www.domainelasoumade.fr/,
EU,France,Rasteau,La Collière,44.22322,4.98237,https://domainelacolliere.com/,20;7;4;51;34;25;361
EU,France,Rasteau,Domaine des Girasols SCEA,44.23214,4.99642,https://www.girasols.com/,20;7;18;4;264
EU,France,Rasteau,Domaine Gourt de Mautens Jérôme Bressy,44.22555,4.96303,http://www.gourtdemautens.com/,
EU,France,Rasteau,Domaine de la Garance,44.22434,4.98203,http://www.lafermedumont.com/,
EU,France,Rasteau,Vignoble Saurel,44.24201,4.96607,,
EU,France,Rasteau,Domaine Combe Julière,44.22927,4.98247,,
EU,France,Rasteau,Domaine La Luminaille,44.24001,4.98425,http://www.domainelaluminaille.fr/,
EU,France,Rasteau,Earl Domaine du Trapadis,44.21337,4.96589,https://www.twil.fr/france/vallee-du-rhone/domaine-du-trapadis.html,
EU,France,Rasteau,Charavin Didier,44.22698,4.99127,,
EU,France,Rasteau,Domaine Gramiller,44.22918,4.98487,http://www.domainegramiller.com/,
EU,France,Rasteau,Domaine des Banquettes,44.21769,4.97535,,
EU,France,Rasteau,DOMAINE WILFRIED Réjane et Wilfried POUZOULAS ( vin biologique ),44.21317,4.96121,http://www.domainewilfried.com/,
EU,France,Rasteau,Domaine Grand Nicolet,44.21474,4.98642,https://domainegrandnicolet.fr/,
EU,France,Rasteau,Domaine de Grange Blanche,44.21343,4.96129,,
EU,France,Revermont,LA CAVE DE CORENTIN BOUILLOUX,46.11807,5.34396,https://www.lacave-corentin.fr/,
EU,France,Revermont,Domaine de la Bélière,46.16714,5.37883,https://www.domainedelabeliere.com/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,
EU,France,Revermont,ANTOINE Véronique,46.13723,5.35513,http://www.cerdon-antoine.fr/,
EU,France,Revermont,Brendel René,46.14455,5.33441,,
EU,France,Revermont,Domaine La Dentelle,46.14019,5.35881,https://www.domaineladentelle.com/,250
EU,France,Revermont,"Grégoire Perron, La combe aux rêves",46.14446,5.3339,,
EU,France,Rivesaltes,Château l'Esparrou - Domaines Bonfils,42.68919,3.02485,,
EU,France,Rivesaltes,Castle of Rey,42.68478,2.97984,http://www.chateauderey.com/,
EU,France,Rivesaltes,Mas Baux Domaine Viticole / Organic Estate,42.69683,2.9792,https://www.mas-baux.com/,
EU,France,Rivesaltes,Domaine Arquiris,42.64947,2.9708,http://www.domainearquiris.com/,
EU,France,Rivesaltes,Castle Nadal Hainaut,42.66401,2.79184,http://www.chateaunadalhainaut.fr/,
EU,France,Rivesaltes,Domaine La Vigne Barbe,42.76431,2.94337,http://www.lavignebarbe.com/,
EU,France,Rivesaltes,Mas Alart - Domaine viticole,42.66767,2.95683,https://www.masalart.com/,
EU,France,Rivesaltes,Dom Brial - Cave de Pia,42.74752,2.91372,http://www.dom-brial.com/,
EU,France,Rivesaltes,Jonquères d'Oriola Vignobles - Château de Corneilla del Vercol,42.62543,2.94874,https://jonqueresdoriola.fr/,
EU,France,Rivesaltes,Castell de l'Ou,42.61619,2.91426,http://chateau-de-lou.com/,
EU,France,Rivesaltes,Mas Cristine Domaine des deux puits,42.55268,3.00046,http://www.mascristine.com/,
EU,France,Rivesaltes,Domaine Bisconte,42.55191,2.90978,https://www.domaine-bisconte.com/,
EU,France,Rivesaltes,Domaine Saint Thomas - AOP Collioure - Grands Vins du Roussillon,42.57527,3.03379,https://domaine-st-thomas.com/,
EU,France,Rivesaltes,Domaine Bellavista,42.64801,2.69737,http://www.domaine-bellavista.com/,
EU,France,Rivesaltes,Domaine de la Cerigue,42.53466,3.02121,,
EU,France,Rivesaltes,Alquier Pierre,42.50676,2.80305,,
EU,France,Rivesaltes,Domaine du Mas Sauvy,42.63728,2.92411,https://sauvy.com/,
EU,France,Rivesaltes,Domaine Deprade Jorda,42.54385,3.02529,https://www.facebook.com/DomaineDepradeJorda,
EU,France,Rivesaltes,Domaine du Mascareil,42.63077,2.71874,http://mascareil.com/,
EU,France,Rivesaltes,Château Cap de Fouste,42.64683,2.89573,http://www.chateau-cap-de-fouste.com/,
EU,France,Rivesaltes,MAISON ALBERA,42.5507,3.01397,http://maison-albera.com/,
EU,France,Rivesaltes,Les Vignerons d'Argelès sur mer - Cave Coopérative,42.54513,3.01712,,
EU,France,Rivesaltes,Château de Valmy,42.531,3.02896,https://www.chateau-valmy.com/,
EU,France,Rivesaltes,Les Vignerons D'argeles,42.5516,3.04659,,
EU,France,Rivesaltes,CHATEAU DE VILLECLARE,42.56237,2.94854,,
EU,France,Rocamadour,Château de Rocamadour,44.79954,1.61695,,
EU,France,Rocamadour,Domaine De La Rhue,44.83655,1.64005,http://www.domainedelarhue.com/,
EU,France,Rocamadour,Restaurant du Château,44.80175,1.61614,http://www.hotelchateaurocamadour.com/fr/restaurant.html,
EU,France,Rocamadour,Remparts du Château,44.79917,1.61772,http://www.lerelaisdupelerin.fr/Les-Remparts-du-XIVe-5.html,
EU,France,Rosette,Château Sainte Foy Des Vignes,44.89263,0.4756,,
EU,France,Rosette,Château Montplaisir - vin bio de Bergerac,44.87227,0.42838,http://www.chateau-montplaisir.com/,
EU,France,Rosette,SCEA DOMAINE DU LAC - CHÂTEAU DU LAC,44.90305,0.4427,,
EU,France,Rosette,Combrillac,44.86861,0.42707,http://www.combrillac.fr/,
EU,France,Rosette,Domaine de Coutancie,44.86776,0.41926,,
EU,France,Rosette,Château de Peyrel,44.88629,0.39474,http://chateaudepeyrel.com/,
EU,France,Rosé des Riceys,CHAMPAGNE DIDIER GOUSSARD,47.98847,4.36511,http://www.champagnedidiergoussard.com/,
EU,France,Rosé des Riceys,CHAMPAGNE GUY DE FOREZ - Les Riceys,47.98645,4.35867,https://www.guydeforez-riceys.fr/,3;0
EU,France,Rosé des Riceys,Champagne Alexandre Bonnet,47.98685,4.36546,http://www.alexandrebonnet.com/,
EU,France,Rosé des Riceys,CHAMPAGNE JEAN JOSSELIN,48.02781,4.42825,https://www.champagnejeanjosselin.fr/,
EU,France,Rosé des Riceys,CHAMPAGNE MARQUIS DE POMEREUIL,47.99689,4.37179,http://www.champagne-marquisdepomereuil.fr/,
EU,France,Rosé des Riceys,CHAMPAGNE OLIVIER ET SERGE HORIOT,48.00725,4.36777,http://www.horiot.fr/,
EU,France,Rosé des Riceys,Champagne Bauser,47.98082,4.35816,http://www.champagne-bauser.com/,
EU,France,Rosé des Riceys,champagne morize père et fils,47.98817,4.36582,http://www.champagnemorize.com/,
EU,France,Rosé des Riceys,Champagne MOREL P&F,47.98648,4.36505,https://champagnemorel.com/,
EU,France,Rosé des Riceys,CHAMPAGNE GUY LAMOUREUX,47.99085,4.35911,http://www.champagneguylamoureux.fr/,
EU,France,Rosé des Riceys,Champagne LAMOUREUX Jean-Jacques,47.99162,4.36725,https://www.champagne-jeanjacques-lamoureux.com/,3;46;0
EU,France,Rosé des Riceys,CHAMPAGNE PHLIPAUX PERE ET FILS,48.0051,4.36684,http://champagne-phlipaux.com/,
EU,France,Rosé des Riceys,Champagne Lamoureux Mary,47.98931,4.36777,https://www.lamoureux-mary.fr/,3
EU,France,Rosé des Riceys,Elise Dechannes Champagne,48.03004,4.43022,http://www.elisedechannes.com/,
EU,France,Rosé des Riceys,Champagne JACQUES DEFRANCE,48.00598,4.3663,http://www.champagnejacquesdefrance.fr/,
EU,France,Rosé des Riceys,Champagne Pascal Walczak : Producteur Récoltant-Manipulant aux Riceys,47.9949,4.36269,https://champagne-walczak.fr/,
EU,France,Rosé des Riceys,Maison Taisne Riocour,48.01168,4.36841,http://www.champagnetaisneriocour.com/,
EU,France,Rosé des Riceys,Champagne DEFRANCE JOEL,47.99601,4.36093,http://www.champagne-defrance.fr/,
EU,France,Rully,Domaine de la Folie,46.89601,4.74452,http://www.domainedelafolie.fr/,
EU,France,Rully,Domaine Lefort,46.87367,4.74338,http://www.domainelefort.fr/,
EU,France,Rully,Domaine Ninot,46.8766,4.74084,http://www.domaineninot.com/,
EU,France,Rully,Domaine Belleville,46.87779,4.75297,http://www.domainebelleville.com/jp/wine/12/rully-1er-cru-les-cloux-blanc,
EU,France,Rully,Château de Rully,46.86903,4.7352,http://www.chateauderully.com/,
EU,France,Rully,André Delorme,46.87359,4.74673,http://www.andre-delorme.com/,
EU,France,Rully,Domaine de Cardon,46.87505,4.74235,https://www.domaine-de-cardon.fr/,52;3;240;54;72;0;84
EU,France,Rully,Domaine Jacques Dury EARL,46.86705,4.73422,https://www.facebook.com/Domainejacquesdury,
EU,France,Rully,DOMAINE MICHEL BRIDAY,46.87632,4.74223,http://www.domaine-briday.com/,
EU,France,Rully,Duvernay Pere Et Fils G.F.A.,46.87615,4.75695,,
EU,France,Rully,Domaine Charbonnaud,46.8819,4.76707,https://charbonnaud.com/,
EU,France,Rully,Vitteaut Alberti,46.87529,4.75019,http://www.vitteaut-alberti.fr/,
EU,France,Rully,Domaine de L'Ecette,46.88007,4.74745,https://www.domaine-ecette.fr/,
EU,France,Rully,Domaine Jean-Baptiste Ponsot,46.8762,4.74196,https://domaine-jean-baptiste-ponsot.fr/,3;54;0;29
EU,France,Rully,Louis Picamelot,46.87125,4.74247,https://louispicamelot.com/,
EU,France,Rully,Domaine de la Renaissance,46.87393,4.74044,,
EU,France,Rully,P. et M. Jacqueson,46.87226,4.74088,http://jacqueson-vins.fr/,
EU,France,Rully,"Domaine Rois Mages, Félix Debavelaere",46.87321,4.73522,http://www.rois-mages.com/,
EU,France,Rully,Domaine Nathalie Richez,46.9062,4.75109,https://www.domaine-nathalierichez.fr/,
EU,France,Rully,Château Saint Michel,46.87355,4.74102,,
EU,France,Rully,Domaine Des Chauchoux,46.87351,4.74479,http://www.domainedeschauchoux.com/,
EU,France,Rully,Domaine Sylvain PONSOT,46.87363,4.73593,https://pay-pro.monetico.fr/ponsotsetl/mescommandes,29;61
EU,France,Rully,Domaine de Villaine,46.87069,4.73897,https://www.de-villaine.com/,3;54;0;10;355;84
EU,France,Rully,Albert Sounit,46.87248,4.74313,http://www.albert-sounit.fr/,
EU,France,Rully,Ferreira Campos Domingos,46.87896,4.74776,https://www.domaineferreiracampos.com/,
EU,France,Rully,Grandmougin Christophe-Jean,46.87754,4.73951,http://christophe-grandmougin.fr/,
EU,France,Rully,Domaine Jaeger Defaix,46.87453,4.73718,http://jaeger-defaix.com/,
EU,France,Rully,Caveau du Domaine Roland Sounit,46.87017,4.74238,,
EU,France,Rully,Compagnie Vinicole de Bourgogne C.V.B Noirots,46.90611,4.76278,,
EU,France,Régnié,Domaine Clos Bateau,46.14389,4.62203,http://closbateau.com/,
EU,France,Régnié,Domaine Lachat,46.16181,4.6382,https://domainelachat.com/,189;0;441;29
EU,France,Régnié,Domaine Chapel,46.16271,4.64459,http://www.domainechapel.fr/,
EU,France,Régnié,Frederic Berne - Domaine viticole,46.15238,4.6138,http://www.fredericberne.com/,
EU,France,Régnié,Domaine de Colette,46.16332,4.6284,http://domainedecolette.com/,
EU,France,Régnié,Château des Vergers,46.15279,4.61386,,
EU,France,Régnié,DOMAINE ROCHETTE,46.1347,4.62814,http://vinsdomainerochette.fr/,
EU,France,Régnié,Domaine Laforest,46.12709,4.64063,http://www.domainelaforest.fr/,
EU,France,Régnié,Domaine de la Plaigne,46.14142,4.63009,http://www.domainedelaplaigne.com/,
EU,France,Régnié,Domaine de la Ronze,46.16548,4.63854,http://www.domaine-de-la-ronze.com/,
EU,France,Régnié,Domaine Tano Péchard,46.1312,4.64358,http://www.tanopechard.com/,
EU,France,Régnié,Domaine Franck Chavy,46.16315,4.64001,http://domainefranckchavy.com/,
EU,France,Régnié,Domaine Les Capréoles,46.14245,4.63277,http://www.capreoles.com/,
EU,France,Régnié,Domaine Striffling,46.1551,4.64671,http://www.domainestriffling.fr/,
EU,France,Régnié,Les Glycines - Domaine Gilles Coperet,46.1464,4.65483,https://domainegillescoperet.com/chambre-dhotes/,
EU,France,Régnié,Domaine Antoine SUNIER,46.14407,4.6398,https://www.facebook.com/domaineantoinesunier,
EU,France,Régnié,"Domaine de Thulon, Famille Jambon",46.15611,4.63304,,
EU,France,Régnié,Terrain,46.15693,4.64234,http://www.domainedesronze.canalblog.com/,
EU,France,Régnié,Bulliat Christian,46.17124,4.63288,,
EU,France,Régnié,Le Domaine de la Roche,46.16252,4.6277,http://www.ledomainedelaroche.fr/,
EU,France,Régnié,Domaine du Côteau des Coccinelles,46.15056,4.62592,,
EU,France,Régnié,Domaine Dufour,46.1324,4.66477,https://www.domaine-dufour-pere-et-fils.com/contact/,
EU,France,Régnié,Domaine Dubost,46.14665,4.6182,https://www.domainedubost.com/,262;0;234
EU,France,Régnié,JEAN PAUL DUBOST,46.14536,4.61836,https://www.domainedubost.com/le-domaine/,262;0;234
EU,France,Régnié,SCEA CHAPITAL & CO,46.13914,4.61393,http://chapital.fr/,
EU,France,Régnié,Domaine Laurent MARTIN,46.16608,4.63377,,
EU,France,Régnié,Domaine des Chastys,46.14638,4.65428,,
EU,France,Régnié,Domaine de Ponchon,46.13772,4.66199,,
EU,France,Régnié,Château des Vergers,46.14359,4.65524,http://www.chateaudesvergers-regnie.fr/,
EU,France,Régnié,Domaine Raphaël Chopin,46.14663,4.61602,,
EU,France,Régnié,Régine et Didier COSTE-LAPALUS,46.13369,4.64442,,
EU,France,Régnié,Laissus Frédéric,46.14542,4.65319,http://www.domaine-laissus.com/,
EU,France,Régnié,SARL Château de Durette,46.12743,4.64131,http://www.chateaudedurette.eu/,
EU,France,Régnié,Ludovic Montginot viticulteur,46.16105,4.6441,https://lmontginotvigneron.wixsite.com/regniedurette,
EU,France,Régnié,DOMAINE DE FONTALOGNIER - Ducroux Nellie,46.1582,4.61702,http://domainedefontalognier.fr/,
EU,France,Régnié,Domaine de Vernus,46.14958,4.63961,https://www.domainedevernus.com/,189;73
EU,France,Régnié,Gerin Pierre,46.14354,4.6556,http://www.pierregerin.com/,
EU,France,Régnié,Domaine des Braves,46.13807,4.66116,https://domainedesbraves.com/,7;0;61
EU,France,Sable de Camargue,Estate Petit Chaumont,43.57527,4.12789,http://petitchaumont.fr/,
EU,France,Sable de Camargue,Royal Domain Jarras,43.5311,4.17911,http://www.domainedejarras.com/,
EU,France,Sable de Camargue,Soc Domaine Du Semaphore,43.46939,4.20719,,
EU,France,Sable de Camargue,Domaine de Rancia SCEA,43.57553,4.20242,,
EU,France,Sables de L’Océan,Domaine de La Pointe - Vin des Sables de l'Océan,43.62238,-1.43602,https://domainelapointe.fr/,
EU,France,Sables de L’Océan,PHILIPPE AURIAN - 40170,44.02825,-1.25753,,
EU,France,Saint-Amour,Domaine Franck Juillard,46.24127,4.72438,https://www.youtube.com/watch?v=Gb4PN5FIDCU,
EU,France,Saint-Amour,Domaine Des Deux Voûtes,46.24247,4.74555,https://2voutes.jimdofree.com/,
EU,France,Saint-Amour,Domaine du Paradis,46.24598,4.75273,http://www.domaineduparadis-saintamour.fr/,
EU,France,Saint-Amour,Domaine des Duc,46.23572,4.74757,,
EU,France,Saint-Amour,Terrier Olivier - Domaine à la Folie,46.23135,4.74677,http://domainealafolie.fr/?utm_source=gmb&utm_medium=referral,
EU,France,Saint-Amour,Domaine François 1er,46.24218,4.72744,http://www.domainefrancois1er.com/,
EU,France,Saint-Amour,Domaine du Moulin Berger,46.24915,4.74926,http://domaine-du-moulin-berger.com/,
EU,France,Saint-Amour,Domaine HAMET-SPAY - Cave LAMARTINE,46.24496,4.74334,https://hamet-spay.fr/,0;93
EU,France,Saint-Amour,Domaine des Vignes du Paradis,46.24195,4.75051,http://www.saint-amour-en-paradis.com/,
EU,France,Saint-Amour,Domaine Des Pins,46.23652,4.74504,https://www.vins-domainedespins.fr/,73;0;93;84
EU,France,Saint-Amour,Domaine des Ravinets SPAY Romain,46.24294,4.74971,http://www.domaine-des-ravinets.fr/,
EU,France,Saint-Amour,Les Sources d'Agapé,46.24624,4.71879,http://lessourcesdagape.com/,
EU,France,Saint-Amour,Domaine de la Pirolette,46.24576,4.73977,,
EU,France,Saint-Amour,Domaine de la porte du paradis Juillard Quentin,46.24537,4.75468,http://www.domainedelaporteduparadis.com/,
EU,France,Saint-Amour,L'oiseau de passage - Artisan vigneron,46.24271,4.72676,https://www.domaineloiseaudepassage.fr/,
EU,France,Saint-Amour,CAVE HAMET-SPAY,46.24185,4.74957,https://hamet-spay.fr/,0;93
EU,France,Saint-Aubin,Prosper Maufoux · Château de Saint-Aubin,46.9501,4.70941,https://www.chateau-st-aubin.com/?utm_source=Google&utm_medium=MyBusiness,3;0
EU,France,Saint-Aubin,Domaine Roux (Cuverie-Winery),46.94601,4.7046,,
EU,France,Saint-Aubin,Domaine Larue,46.95284,4.72401,http://www.larue-vins.com/,
EU,France,Saint-Aubin,Domaine PRUDHON Bernard,46.95041,4.70823,http://domaine-bernard-prudhon.com/,
EU,France,Saint-Aubin,"Domaine Derain, Carole & Julien",46.95022,4.70966,http://domainederain.fr/,
EU,France,Saint-Aubin,Fornerot Jérôme,46.94952,4.70905,http://www.domaine-fornerot.com/,
EU,France,Saint-Aubin,Domaine Roux (Caveau dégustation - Tasting),46.94978,4.70839,,
EU,France,Saint-Aubin,Prudhon Henri,46.95088,4.7106,http://www.henri-prudhon.fr/,
EU,France,Saint-Aubin,Langoureau Sylvain,46.95685,4.72251,,
EU,France,Saint-Aubin,Domaine Hubert Lamy,46.95081,4.71301,http://www.domainehubertlamy.com/,
EU,France,Saint-Aubin,Domaine Patrick Miolane,46.95197,4.71371,http://www.miolane-vins.fr/,
EU,France,Saint-Aubin,Domaine Moingeon André et Fils,46.95762,4.72231,http://www.vins-moingeon.com/,
EU,France,Saint-Aubin,Bouton Gilles Domaine,46.95755,4.7232,,
EU,France,Saint-Aubin,Domaine Marc COLIN et Fils,46.95299,4.72373,http://www.marc-colin.com/,
EU,France,Saint-Aubin,Thomas Gérard,46.9515,4.71299,,
EU,France,Saint-Aubin,GAEC René Blondeau Danne,46.94995,4.70895,,
EU,France,Saint-Aubin,Jean-Claude Bachelet,46.95347,4.72299,http://www.vins-bachelet.fr/,
EU,France,Saint-Bris,Earl Domaine Thibaut,47.77639,3.64914,,
EU,France,Saint-Bris,Domaine Madelin-Petit,47.74213,3.65135,http://www.madelinpetit.com/,
EU,France,Saint-Bris,Domaine Petitjean,47.74354,3.64775,http://www.bourgogne-petitjean.com/contact/mentions-legales.html,
EU,France,Saint-Bris,Domaine BERSAN Pierre-Louis & Jean-François,47.74413,3.64864,http://www.domainebersan.com/,
EU,France,Saint-Bris,Sorin Philippe et Romain,47.74467,3.65011,https://maitre-de-poste.fr/,
EU,France,Saint-Bris,Domaine Sorin-Coquard,47.74302,3.64448,http://www.domaine-sorin-coquard.com/,
EU,France,Saint-Bris,Domaine Grand Roche,47.74423,3.6549,http://www.grandroche.fr/,
EU,France,Saint-Bris,Sorin Defrance Henri,47.74468,3.65018,http://www.domaine-sorin-defrance.com/,
EU,France,Saint-Bris,Persenot,47.74353,3.6568,,
EU,France,Saint-Bris,Domaine Jean-Louis Jean-Christophe Bersan,47.7443,3.64829,,
EU,France,Saint-Bris,Domaine FELIX,47.74416,3.65074,http://www.domaine-felix.com/,
EU,France,Saint-Bris,Peintres De Vignes en Cave,47.74431,3.64544,,
EU,France,Saint-Bris,Domaine Fillon,47.74364,3.65024,http://www.domaine-fillon-et-fils.fr/,
EU,France,Saint-Bris,Domaine Du Bouchat,47.74343,3.6562,,
EU,France,Saint-Bris,Domaine Des Remparts EARL,47.7426,3.65049,http://www.domaine-des-remparts.com/,
EU,France,Saint-Bris,Cave Tabit Earl,47.74525,3.64862,,
EU,France,Saint-Bris,Domaine Verret,47.74212,3.64858,http://www.domaineverret.com/,
EU,France,Saint-Bris,Defrance Philippe,47.74424,3.64862,,
EU,France,Saint-Bris,Domaine GRIVOT GOISOT,47.74281,3.65106,https://www.grivot-goisot.com/,3;54;0;280
EU,France,Saint-Bris,Renard Jacky,47.74474,3.65354,,
